,dataset_name,cell_type,cell_type_ontology_id,donor_id,sex,race,development_stage,count,percentage
0,Global,CD4-positive helper T cell,CL:0000492,A31,male,unknown,sixth decade human stage,4,1.1299435028248588
1,Global,lymphocyte,CL:0000542,A31,male,unknown,sixth decade human stage,3,0.847457627118644
2,Global,plasma cell,CL:0000786,A31,male,unknown,sixth decade human stage,3,0.847457627118644
3,Global,memory B cell,CL:0000787,A31,male,unknown,sixth decade human stage,53,14.971751412429379
4,Global,naive B cell,CL:0000788,A31,male,unknown,sixth decade human stage,3,0.847457627118644
5,Global,alpha-beta T cell,CL:0000789,A31,male,unknown,sixth decade human stage,60,16.94915254237288
6,Global,gamma-delta T cell,CL:0000798,A31,male,unknown,sixth decade human stage,3,0.847457627118644
7,Global,regulatory T cell,CL:0000815,A31,male,unknown,sixth decade human stage,28,7.909604519774012
8,Global,germinal center B cell,CL:0000844,A31,male,unknown,sixth decade human stage,1,0.2824858757062147
9,Global,classical monocyte,CL:0000860,A31,male,unknown,sixth decade human stage,1,0.2824858757062147
10,Global,"naive thymus-derived CD4-positive, alpha-beta T cell",CL:0000895,A31,male,unknown,sixth decade human stage,27,7.627118644067797
11,Global,"naive thymus-derived CD8-positive, alpha-beta T cell",CL:0000900,A31,male,unknown,sixth decade human stage,78,22.033898305084744
12,Global,"effector memory CD4-positive, alpha-beta T cell",CL:0000905,A31,male,unknown,sixth decade human stage,14,3.954802259887006
13,Global,"CD16-positive, CD56-dim natural killer cell, human",CL:0000939,A31,male,unknown,sixth decade human stage,2,0.5649717514124294
14,Global,mucosal invariant T cell,CL:0000940,A31,male,unknown,sixth decade human stage,6,1.694915254237288
15,Global,"effector memory CD8-positive, alpha-beta T cell, terminally differentiated",CL:0001062,A31,male,unknown,sixth decade human stage,25,7.062146892655368
16,Global,group 3 innate lymphoid cell,CL:0001071,A31,male,unknown,sixth decade human stage,15,4.23728813559322
17,Global,"CD8-positive, alpha-beta memory T cell, CD45RO-positive",CL:0001203,A31,male,unknown,sixth decade human stage,25,7.062146892655368
18,Global,T follicular helper cell,CL:0002038,A31,male,unknown,sixth decade human stage,2,0.5649717514124294
19,Global,progenitor cell,CL:0011026,A31,male,unknown,sixth decade human stage,1,0.2824858757062147
